XXXX

"(0.6789667264306297,)"
"(0.6789988735853232,)"
"(0.6790309826897922,)"
"(0.6790775112885061,)"
"(0.6789796772374306,)"
"(0.679045185328808,)"
"(0.6789831385236677,)"
"(0.6790028713739303,)"
"(0.6789690509819292,)"
"(0.6790530273884204,)"
"(0.6790661188963744,)"
"(0.679054789935584,)"
"(0.6790237026063616,)"
"(0.679059656213088,)"
"(0.6790395273246781,)"
"(0.6790623381890067,)"
"(0.6790512395064875,)"
"(0.6790514692753735,)"
"(0.6790484166944014,)"
"(0.6791009101094471,)"
"(0.6790802064740746,)"
"(0.6790842296832545,)"
"(0.6791498910031809,)"
"(0.679076515372313,)"
"(0.6790518269067849,)"
"(0.679111127775625,)"
"(0.6790858772875676,)"
"(0.6791536459089076,)"
"(0.6791131073680178,)"
"(0.6791540035397367,)"
"(0.6791563792019676,)"
"(0.6791218818219226,)"
"(0.6791359438435989,)"
"(0.6791301709440337,)"
"(0.6791987313624671,)"
"(0.6792418498678449,)"
"(0.6791164025910091,)"
"(0.6791179353273556,)"
"(0.6792019627324769,)"
"(0.679065531393967,)"
"(0.6791404652350417,)"
"(0.6791250237294938,)"
"(0.6791634294797254,)"
"(0.679138881581695,)"
"(0.6791604279344612,)"
"(0.6791229419741552,)"
"(0.6790555437560266,)"
"(0.679082620603851,)"
"(0.6791343602387836,)"
"(0.6791779001990959,)"
"(0.6791015614994874,)"
"(0.6790952776147994,)"
"(0.6791384091075533,)"
"(0.6791565581311153,)"
"(0.6790979087418075,)"
"(0.6791345007610015,)"
"(0.6791579759754236,)"
"(0.6791069129939113,)"
"(0.6791474771998264,)"
"(0.6791095824570905,)"
"(0.6792152459249748,)"
"(0.6792128448320766,)"
"(0.6791400822356654,)"
"(0.6791656902583626,)"
"(0.6792007496157058,)"
"(0.6790970530852293,)"
"(0.6791716163916697,)"
"(0.679121728799195,)"
"(0.6791564560302411,)"
"(0.6791685001583446,)"
"(0.679187428381913,)"
"(0.6791774660755391,)"
"(0.6791528159167236,)"
"(0.679182932633705,)"
"(0.6791815659772503,)"
"(0.6791696110981443,)"
"(0.6792267025094194,)"
"(0.6791990126505788,)"
"(0.6791520239660285,)"
"(0.679248632004244,)"
"(0.6791665330953377,)"
"(0.6792095111648347,)"
"(0.6791232358038826,)"
"(0.6791140654339841,)"
"(0.6791750394136591,)"
"(0.6792342507304717,)"
"(0.6791797012600067,)"
"(0.6791775810923513,)"
"(0.6791877731329115,)"
"(0.6792023586866648,)"
"(0.679182970857526,)"
"(0.6791101700348187,)"
"(0.6791604025826088,)"
"(0.6790832721094932,)"
"(0.6791748095156797,)"
"(0.6791618587031519,)"
"(0.6791471324509148,)"
"(0.6791902764626203,)"
"(0.6791646558187644,)"
"(0.6791787050163727,)"
"(0.6791595852535145,)"
"(0.6791651411921009,)"
"(0.6792044790078735,)"
"(0.6791480264210487,)"
"(0.6792186176886916,)"
"(0.6791844524163074,)"
"(0.6792197162277621,)"
"(0.6791374638922503,)"
"(0.6791372724358036,)"
"(0.6791416915455443,)"
"(0.679168883241389,)"
"(0.6791380132137383,)"
"(0.6791289195297708,)"
"(0.6791058659081609,)"
"(0.6791430326534974,)"
"(0.6791218693459697,)"
"(0.679189165211492,)"
"(0.6791937376046707,)"
"(0.6791810550865695,)"
"(0.6792066118935076,)"
"(0.6791761123324502,)"
"(0.6791557153047687,)"
"(0.6791688833448578,)"
"(0.679163327417385,)"
"(0.6791181525751547,)"
"(0.679150504197597,)"
"(0.7580416370306583,)"
"(0.7762073722501465,)"
"(0.7563071673279567,)"
"(0.7741883120789433,)"
"(0.7769342337223079,)"
"(0.7573320828131492,)"
"(0.7570167241112286,)"
"(0.7764496590128008,)"
"(0.7753997472737799,)"
"(0.7574897599930794,)"
"(0.7414138236187942,)"
"(0.7559918092181351,)"
"(0.7774995697649899,)"
"(0.7749959350816461,)"
"(0.775318983374842,)"
"(0.7574897599930794,)"
"(0.7565436854662485,)"
"(0.7577262779340049,)"
"(0.7404127444652532,)"
"(0.7568590441681692,)"
"(0.7569378835475997,)"
"(0.741413824605626,)"
"(0.7581993153947868,)"
"(0.7579627980459605,)"
"(0.7757227969485403,)"
"(0.7577262781313713,)"
"(0.7748344116258306,)"
"(0.7948675654976574,)"
"(0.7765304199512432,)"
"(0.7756420352206325,)"
"(0.7769342321433769,)"
"(0.7387956199267053,)"
"(0.7568590445629019,)"
"(0.7398737039392358,)"
"(0.7567802047887385,)"
